Model,SNR,accuracy,precision,recall,f1,pd,pfa,nmse,auc
CNN,-4.0,0.9942711648631445,0.9886363636363636,1.0,0.9942857142857143,1.0,0.011421319796954314,0.037096406163961475,1.0
CNN,-2.0,0.9939540507859734,0.9882491186839013,1.0,0.9940898345153665,1.0,0.012300123001230012,0.03480021762038251,1.0
CNN,0.0,0.9949843260188088,0.9902200488997555,1.0,0.995085995085995,1.0,0.01019108280254777,0.03566194143248843,1.0
CNN,2.0,0.9938987187309335,0.98805256869773,1.0,0.9939903846153846,1.0,0.012315270935960592,0.03597827237588202,1.0
CNN,4.0,0.9950769230769231,0.9903147699757869,1.0,0.9951338199513382,1.0,0.009913258983890954,0.034566003623038355,1.0
CNN,6.0,0.9968294229549778,0.9938347718865598,1.0,0.9969078540507111,1.0,0.00648508430609598,0.03334652716575161,1.0
CNN,8.0,0.9981435643564357,0.9963459196102314,1.0,0.9981696156192801,1.0,0.0037593984962406013,0.03137233192681024,1.0
CNN,10.0,0.9981561155500922,0.9962779156327544,1.0,0.9981354878806712,1.0,0.0036407766990291263,0.03356653817441884,1.0
CNN,12.0,0.992619926199262,0.9854721549636803,1.0,0.9926829268292683,1.0,0.014778325123152709,0.03636768094948097,1.0
CNN,14.0,0.9964580873671782,0.9927360774818402,1.0,0.9963547995139733,1.0,0.006864988558352402,0.03752485607985647,1.0
CNN,16.0,0.995850622406639,0.9915458937198067,1.0,0.9957550030321407,1.0,0.008083140877598153,0.037807565550632985,1.0
CNN,18.0,0.9927623642943305,0.9858657243816255,1.0,0.9928825622775801,1.0,0.014616321559074299,0.03746485787414707,1.0
CNN,20.0,0.9956521739130435,0.991389913899139,1.0,0.9956763434218654,1.0,0.008706467661691543,0.03468737276443152,1.0
CNN,22.0,0.9912718204488778,0.9827373612823674,1.0,0.9912935323383084,1.0,0.01734820322180917,0.039596292002569436,1.0
CNN,24.0,0.994328922495274,0.9888475836431226,1.0,0.994392523364486,1.0,0.011406844106463879,0.036461042717179176,1.0
CNN,26.0,0.9939172749391727,0.9876084262701363,1.0,0.9937655860349127,1.0,0.011806375442739079,0.036967548781560215,1.0
CNN,28.0,0.9958960328317373,0.9915730337078652,1.0,0.995768688293371,1.0,0.007936507936507936,0.03759312641702856,1.0
PETCGDNN,-20.0,0.4984728161270617,0.42857142857142855,0.007326007326007326,0.014405762304921969,0.007326007326007326,0.009779951100244499,0.7402406533786963,0.5018837451600288
PETCGDNN,-18.0,0.5066105769230769,0.5714285714285714,0.014563106796116505,0.028402366863905324,0.014563106796116505,0.010714285714285714,0.7176883401608243,0.5751596451687471
PETCGDNN,-16.0,0.5121806298276886,0.7547169811320755,0.04716981132075472,0.08879023307436182,0.04716981132075472,0.015568862275449102,0.6883276633286212,0.6006680036154107
PETCGDNN,-14.0,0.5478589420654912,0.9468085106382979,0.11097256857855362,0.19866071428571427,0.11097256857855362,0.006361323155216285,0.5972207056474796,0.7375502084483448
PETCGDNN,-12.0,0.6851738865161684,0.9651898734177216,0.3765432098765432,0.5417406749555951,0.3765432098765432,0.013268998793727383,0.3971137927887306,0.8968867741887443
PETCGDNN,-10.0,0.9326036866359447,0.9866844207723036,0.8738207547169812,0.926829268292683,0.8738207547169812,0.01126126126126126,0.11860554364351755,0.9917519229134795
PETCGDNN,-8.0,0.9915305505142166,0.9865361077111383,0.9962917181705809,0.991389913899139,0.9962917181705809,0.013033175355450236,0.03532494467757029,0.9998608662030827
PETCGDNN,-6.0,0.9963746223564954,0.9929988331388565,1.0,0.9964871194379391,1.0,0.007462686567164179,0.027988826952053188,1.0
PETCGDNN,-4.0,0.9949077021005729,0.9898862199747156,1.0,0.9949174078780177,1.0,0.01015228426395939,0.030943006216473237,1.0
PETCGDNN,-2.0,0.9945586457073761,0.9894117647058823,1.0,0.9946777054997044,1.0,0.01107011070110701,0.03152875544436364,1.0
PETCGDNN,0.0,0.9949843260188088,0.9902200488997555,1.0,0.995085995085995,1.0,0.01019108280254777,0.03184228842397815,1.0
PETCGDNN,2.0,0.9914582062233069,0.9833531510107015,1.0,0.9916067146282974,1.0,0.017241379310344827,0.034267100327187966,1.0
PETCGDNN,4.0,0.9975384615384615,0.9951338199513382,1.0,0.9975609756097561,1.0,0.004956629491945477,0.028674413990956618,1.0
PETCGDNN,6.0,0.9955611921369689,0.991389913899139,1.0,0.9956763434218654,1.0,0.009079118028534372,0.030074841923554828,1.0
PETCGDNN,8.0,0.9975247524752475,0.9951338199513382,1.0,0.9975609756097561,1.0,0.005012531328320802,0.02800637050751384,1.0
PETCGDNN,10.0,0.9975414874001229,0.9950433705080545,1.0,0.9975155279503105,1.0,0.0048543689320388345,0.028749893942465868,1.0
PETCGDNN,12.0,0.9932349323493235,0.9866666666666667,1.0,0.9932885906040269,1.0,0.013546798029556651,0.03295445940128821,1.0
PETCGDNN,14.0,0.9946871310507674,0.9891435464414958,1.0,0.9945421467556095,1.0,0.010297482837528604,0.03460759321362162,1.0
PETCGDNN,16.0,0.996443390634262,0.992744860943168,1.0,0.9963592233009708,1.0,0.006928406466512702,0.03385629545552602,1.0
PETCGDNN,18.0,0.9945717732207479,0.9893617021276596,1.0,0.9946524064171123,1.0,0.010962241169305725,0.03220199657039833,1.0
PETCGDNN,20.0,0.9950310559006211,0.9901719901719902,1.0,0.9950617283950617,1.0,0.009950248756218905,0.031186582424358348,1.0
PETCGDNN,22.0,0.9925187032418953,0.9851668726823238,1.0,0.9925280199252802,1.0,0.01486988847583643,0.0356794550461084,1.0
PETCGDNN,24.0,0.9949590422180214,0.9900744416873449,1.0,0.9950124688279302,1.0,0.010139416983523447,0.03356608754628788,1.0
PETCGDNN,26.0,0.9939172749391727,0.9876084262701363,1.0,0.9937655860349127,1.0,0.011806375442739079,0.03415770952646708,1.0
PETCGDNN,28.0,0.9958960328317373,0.9915730337078652,1.0,0.995768688293371,1.0,0.007936507936507936,0.03161223904701199,1.0
